obs_n,study_id,study_name,effect,se,t_stat,95_lower,95_upper,pcc,se_pcc,se_pcc_precision,est_short_run,est_long_run,est_agg_city,est_agg_subregion,est_agg_region,est_agg_country,est_agg_continent,n_obs,regressands,reg_df,study_size,years_of_schooling,years_of_experience,schooling_years,schooling_levels,wage_log_hourly,wage_log_daily,wage_log_monthly,wage_mean_annual_earnings,data_type_micro,data_type_survey,data_type_national_register,data_cross_section,data_panel,TEMP_data_avgyear,data_avgyear,no_ed,prim_ed,sec_ed,higher_ed,wage_earners,self_employed,gender_male,gender_female,private_sector,public_sector,ethnicity_caucasian,ethnicity_other,sector_rural,sector_urban,country,region_advanced_economies,region_east_asia_and_pacific,region_europe_and_central_asia,region_middle_east_and_north_africa,region_south_asia,region_sub_saharan_africa,income_high,income_middle,income_low,med_exp,min_wage,mean_age,method_ols,method_hurdle,method_cohort,method_fe,method_2sls,method_heckman,method_probit,method_IV,ability_direct,ability_proxy,ability_uncontrolled,ability_unmentioned,instr_parents_ed,instr_distance_to_school,instr_spouse_ed,instr_marital_status,instr_nsiblings,instr_other,age_control,age_sq_control,exp_control,exp_sq_control,ethnicity_control,health_control,gender_control,occupation_control,firm_char_control,area_control,macro_var_control,impact_factor,citations,published,unpublished,pub_year,effect_w,se_w,se_precision_w,t_w,significant_w
588,38,Harmon et al. (2002),7.1,0.9,7.888888888888888,6.199999999999999,8,0.13893207571861219,0.017611108189683235,56.78234380422523,0,1,0,0,0,1,0,3169,6,3162,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,43,0,1,6,NA,NA,NA,NA,NA
589,38,Harmon et al. (2002),2.6,0.7,3.714285714285715,1.9000000000000001,3.3,0.08330851837535365,0.022429216485672133,44.58470498239667,0,1,0,0,0,1,0,1981,6,1974,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,43,0,1,6,NA,NA,NA,NA,NA
590,38,Harmon et al. (2002),7.7,1.3,5.923076923076923,6.4,9,0.1047539548351503,0.017685732634505895,56.542752322792765,0,1,0,0,0,1,0,3169,6,3162,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,43,0,1,6,NA,NA,NA,NA,NA
591,38,Harmon et al. (2002),5.7,0.9,6.333333333333333,4.8,6.6000000000000005,0.14112067126126332,0.022282211251778417,44.878849262331926,0,1,0,0,0,1,0,1981,6,1974,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,43,0,1,6,NA,NA,NA,NA,NA
592,38,Harmon et al. (2002),6.4,0.2,32,6.2,6.6000000000000005,0.2575791646201049,0.008049348894378278,124.23365083583433,0,1,0,0,0,1,0,14424,13,14410,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
593,38,Harmon et al. (2002),20.5,1.2,17.083333333333336,19.3,21.7,0.14089213975768597,0.008247344766303568,121.25114546996156,0,1,0,0,0,1,0,14424,13,14410,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
594,38,Harmon et al. (2002),9.5,0.7,13.571428571428573,8.8,10.2,0.10093927473308457,0.007437630769806231,134.45141752123473,0,1,0,0,0,1,0,17907,13,17893,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
595,38,Harmon et al. (2002),6.4,0.2,32,6.2,6.6000000000000005,0.3319316343101708,0.010372863572192838,96.40539403996023,0,1,0,0,0,1,0,8284,13,8270,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
596,38,Harmon et al. (2002),20.9,1.4,14.928571428571429,19.5,22.299999999999997,0.1619911208929482,0.010851079868427153,92.15672653093728,0,1,0,0,0,1,0,8284,13,8270,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
597,38,Harmon et al. (2002),7.5,0.5,15,7,8,0.25800784355766804,0.017200522903844537,58.13776741499453,0,1,0,0,0,1,0,3169,13,3155,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
598,38,Harmon et al. (2002),20.3,2.9,7.000000000000001,17.400000000000002,23.2,0.1238210990935144,0.017688728441930625,56.53317610041028,0,1,0,0,0,1,0,3161,13,3147,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
599,38,Harmon et al. (2002),8.4,3,2.8000000000000003,5.4,11.4,0.056227166832005605,0.02008113101143057,49.797991927385986,0,1,0,0,0,1,0,2486,13,2472,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
600,38,Harmon et al. (2002),6.1,0.6,10.166666666666666,5.5,6.699999999999999,0.17810617536526374,0.017518640199862007,57.082055946778155,0,1,0,0,0,1,0,3169,13,3155,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
601,38,Harmon et al. (2002),19.1,3.1,6.161290322580645,16,22.200000000000003,0.1275063493275062,0.020694747796610954,48.32143932499451,0,1,0,0,0,1,0,2311,13,2297,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
602,38,Harmon et al. (2002),8,3.3,2.4242424242424243,4.7,11.3,0.05470397821974451,0.02256539101564461,44.31565131340728,0,1,0,0,0,1,0,1972,13,1958,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
603,38,Harmon et al. (2002),9.2,0.2,45.99999999999999,9,9.399999999999999,0.39071541861692216,0.00849381344819396,117.7327482054165,0,1,0,0,0,1,0,11759,13,11745,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
604,38,Harmon et al. (2002),16.3,1.1,14.818181818181818,15.200000000000001,17.400000000000002,0.13547096277416754,0.009142212211753637,109.38271578451824,0,1,0,0,0,1,0,11759,13,11745,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
605,38,Harmon et al. (2002),12.6,0.8,15.749999999999998,11.799999999999999,13.4,0.11981062609680501,0.007607023879162224,131.45745509479482,0,1,0,0,0,1,0,17047,13,17033,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
606,38,Harmon et al. (2002),10.3,0.2,51.5,10.100000000000001,10.5,0.4776459266828796,0.009274678188017077,107.82045260524555,0,1,0,0,0,1,0,8987,13,8973,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
607,38,Harmon et al. (2002),16.8,1.1,15.272727272727272,15.700000000000001,17.900000000000002,0.15917507687208587,0.010422177652338957,95.94923761212024,0,1,0,0,0,1,0,8987,13,8973,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
608,38,Harmon et al. (2002),12,0.6,20,11.4,12.6,0.38454428462686413,0.019227214231343204,52.00961449578338,0,1,0,0,0,1,0,2319,13,2305,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
609,38,Harmon et al. (2002),24.1,3,8.033333333333333,21.1,27.1,0.15218210253381906,0.018943830190931835,52.787635336738134,0,1,0,0,0,1,0,2736,13,2722,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
610,38,Harmon et al. (2002),21.9,2.5,8.76,19.4,24.4,0.18622549971585556,0.021258618689024608,47.03974489726746,0,1,0,0,0,1,0,2150,13,2136,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
611,38,Harmon et al. (2002),10.7,0.7,15.285714285714286,10,11.399999999999999,0.32584416439046376,0.021316907950777998,46.91111873772027,0,1,0,0,0,1,0,1981,13,1967,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
612,38,Harmon et al. (2002),21.5,4.3,5,17.2,25.8,0.11211213233271874,0.02242242646654375,44.598206241955516,0,1,0,0,0,1,0,1978,13,1964,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
613,38,Harmon et al. (2002),20.7,3.2,6.468749999999999,17.5,23.9,0.15598245363248828,0.024113229547051335,41.47101067688729,0,1,0,0,0,1,0,1692,13,1678,50,9.4308,23.669200000000004,1,0,1,0,0,0,1,0,0,0,1,2001,7.601402334583733,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,0.56999999999999995,0.43,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,1,0,0,1847.333333333333,883.1999999999999,39.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,43,0,1,6,NA,NA,NA,NA,NA
614,39,Lillo (2006),5.6,0.08,70,5.52,5.68,0.45067594598575533,0.0064382277997965046,155.32224567009067,0,1,0,0,1,0,0,19234,8,19225,10,9.560000000000002,17.440000000000001,1,0,0,0,1,0,0,1,0,0,1,2001,7.601402334583733,NA,NA,NA,NA,1,0,0.64219999999999999,0.35780000000000001,0,1,1,0,NA,NA,Spain,1,0,0,0,0,0,1,0,0,1399.916666666667,479,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,NA,NA,NA,NA,NA
615,39,Lillo (2006),6.8,0.18,37.77777777777778,6.62,6.9799999999999995,0.2668547727291929,0.007063802807537459,141.5668057626051,0,1,0,0,1,0,0,18623,8,18614,10,9.560000000000002,17.440000000000001,1,0,0,0,1,0,0,1,0,0,1,2001,7.601402334583733,NA,NA,NA,NA,1,0,0.64219999999999999,0.35780000000000001,0,1,1,0,NA,NA,Spain,1,0,0,0,0,0,1,0,0,1399.916666666667,479,33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,NA,NA,NA,NA,NA
616,39,Lillo (2006),4.54,0.45,10.088888888888889,4.09,4.99,0.3128754039182474,0.03101187924299809,32.24570791612964,0,1,0,0,1,0,0,947,8,938,10,8.49,29.26,1,0,0,0,1,0,0,1,0,0,1,2001,7.601402334583733,NA,NA,NA,NA,1,0,0.64219999999999999,0.35780000000000001,0,1,1,0,NA,NA,Spain,1,0,0,0,0,0,1,0,0,1399.916666666667,479,43.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,NA,NA,NA,NA,NA
617,39,Lillo (2006),7.51,1.14,6.587719298245615,6.37,8.65,0.2134645872246592,0.03240341270787103,30.860946932206698,0,1,0,0,1,0,0,918,8,909,10,8.49,29.26,1,0,0,0,1,0,0,1,0,0,1,2001,7.601402334583733,NA,NA,NA,NA,1,0,0.64219999999999999,0.35780000000000001,0,1,1,0,NA,NA,Spain,1,0,0,0,0,0,1,0,0,1399.916666666667,479,43.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,NA,NA,NA,NA,NA
618,39,Lillo (2006),3.05,3.6,0.8472222222222221,-0.5500000000000003,6.65,0.02358205735734768,0.027834559503754644,35.92656100288235,0,1,0,0,1,0,0,1299,8,1290,10,10.44,8.36,1,0,0,0,1,0,0,1,0,0,1,2001,7.601402334583733,NA,NA,NA,NA,1,0,0.64219999999999999,0.35780000000000001,0,1,1,0,NA,NA,Spain,1,0,0,0,0,0,1,0,0,1399.916666666667,479,24.799999999999997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,NA,NA,NA,NA,NA
619,39,Lillo (2006),5.65,1.1,5.136363636363637,4.550000000000001,6.75,0.1445068320716868,0.028134073500682387,35.544088557803235,0,1,0,0,1,0,0,1246,8,1237,10,10.44,8.36,1,0,0,0,1,0,0,1,0,0,1,2001,7.601402334583733,NA,NA,NA,NA,1,0,0.64219999999999999,0.35780000000000001,0,1,1,0,NA,NA,Spain,1,0,0,0,0,0,1,0,0,1399.916666666667,479,24.799999999999997,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,NA,NA,NA,NA,NA
620,39,Lillo (2006),4.4,0.37,11.891891891891893,4.03,4.7700000000000005,0.30417954748127174,0.025578734674561485,39.09497528798866,0,1,0,0,1,0,0,1396,8,1387,10,9.35,19.510000000000002,1,0,0,0,1,0,0,1,0,0,1,2001,7.601402334583733,NA,NA,NA,NA,1,0,1,0,0,1,1,0,NA,NA,Spain,1,0,0,0,0,0,1,0,0,1399.916666666667,479,34.86,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,NA,NA,NA,NA,NA
621,39,Lillo (2006),8.39,1.09,7.697247706422019,7.300000000000001,9.48,0.2054794077949405,0.026695179320200848,37.459946906716496,0,1,0,0,1,0,0,1353,8,1344,10,9.35,19.510000000000002,1,0,0,0,1,0,0,1,0,0,1,2001,7.601402334583733,NA,NA,NA,NA,1,0,1,0,0,1,1,0,NA,NA,Spain,1,0,0,0,0,0,1,0,0,1399.916666666667,479,34.86,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,NA,NA,NA,NA,NA
622,39,Lillo (2006),2.58,0.39,6.615384615384615,2.19,2.97,0.2163735991751377,0.03270763708461385,30.573899221549535,0,1,0,0,1,0,0,900,8,891,10,9.96,14.21,1,0,0,0,1,0,0,1,0,0,1,2001,7.601402334583733,NA,NA,NA,NA,1,0,0,1,0,1,1,0,NA,NA,Spain,1,0,0,0,0,0,1,0,0,1399.916666666667,479,30.17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,NA,NA,NA,NA,NA
623,39,Lillo (2006),3.13,1.03,3.0388349514563107,2.0999999999999996,4.16,0.10366955995013886,0.034114903114582436,29.312702329573654,0,1,0,0,1,0,0,859,8,850,10,9.96,14.21,1,0,0,0,1,0,0,1,0,0,1,2001,7.601402334583733,NA,NA,NA,NA,1,0,0,1,0,1,1,0,NA,NA,Spain,1,0,0,0,0,0,1,0,0,1399.916666666667,479,30.17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,NA,NA,NA,NA,NA
624,40,Zhong (2011),8.6,0.3,28.666666666666668,8.299999999999999,8.9,0.3007268760695254,0.010490472421029956,95.32459167380566,1,0,0,0,1,0,0,8270,4,8265,17,11.13,20.260000000000002,1,0,1,0,0,0,1,0,0,1,0,2002,7.601901959875166,3.0000000000000027E-2,0.26100000000000001,0.45100000000000001,0.25800000000000001,1,0,0.55100000000000005,0.44900000000000001,NA,NA,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,37.39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.171,66,1,0,15,NA,NA,NA,NA,NA
625,40,Zhong (2011),8.3,0.2,41.5,8.100000000000001,8.5,0.41530640149835174,0.010007383168634981,99.92622278461245,1,0,0,0,1,0,0,8270,6,8263,17,11.13,20.260000000000002,1,0,1,0,0,0,1,0,0,1,0,2002,7.601901959875166,3.0000000000000027E-2,0.26100000000000001,0.45100000000000001,0.25800000000000001,1,0,0.55100000000000005,0.44900000000000001,NA,NA,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,37.39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0.171,66,1,0,15,NA,NA,NA,NA,NA
626,40,Zhong (2011),6.6,0.2,32.99999999999999,6.3999999999999995,6.8,0.34124138094380424,0.01034064790738801,96.70573922989264,1,0,0,0,1,0,0,8270,6,8263,17,11.13,20.260000000000002,1,0,1,0,0,0,1,0,0,1,0,2002,7.601901959875166,3.0000000000000027E-2,0.26100000000000001,0.45100000000000001,0.25800000000000001,1,0,0.55100000000000005,0.44900000000000001,NA,NA,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,37.39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.171,66,1,0,15,NA,NA,NA,NA,NA
627,40,Zhong (2011),6.8,0.3,22.666666666666668,6.5,7.1,0.24202966751607363,0.010677779449238542,93.65243070939364,1,0,0,0,1,0,0,8270,12,8257,17,11.13,20.260000000000002,1,0,1,0,0,0,1,0,0,1,0,2002,7.601901959875166,3.0000000000000027E-2,0.26100000000000001,0.45100000000000001,0.25800000000000001,1,0,0.55100000000000005,0.44900000000000001,NA,NA,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,37.39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.171,66,1,0,15,NA,NA,NA,NA,NA
628,40,Zhong (2011),6.8,0.3,22.666666666666668,6.5,7.1,0.24202966751607363,0.010677779449238542,93.65243070939364,1,0,0,0,1,0,0,8270,12,8257,17,11.13,20.260000000000002,1,0,1,0,0,0,1,0,0,1,0,2002,7.601901959875166,3.0000000000000027E-2,0.26100000000000001,0.45100000000000001,0.25800000000000001,1,0,0.55100000000000005,0.44900000000000001,NA,NA,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,37.39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.171,66,1,0,15,NA,NA,NA,NA,NA
