obs_n,study_id,study_name,effect,se,t_stat,95_lower,95_upper,pcc,se_pcc,se_pcc_precision,est_short_run,est_long_run,est_agg_city,est_agg_subregion,est_agg_region,est_agg_country,est_agg_continent,n_obs,regressands,reg_df,study_size,years_of_schooling,years_of_experience,schooling_years,schooling_levels,wage_log_hourly,wage_log_daily,wage_log_monthly,wage_mean_annual_earnings,data_type_micro,data_type_survey,data_type_national_register,data_cross_section,data_panel,data_avgyear,no_ed,prim_ed,sec_ed,higher_ed,wage_earners,self_employed,gender_male,gender_female,private_sector,public_sector,ethnicity_caucasian,ethnicity_other,sector_rural,sector_urban,country,region_advanced_economies,region_east_asia_and_pacific,region_europe_and_central_asia,region_latin_america_and_caribbean,region_middle_east_and_north_africa,region_south_asia,region_sub_saharan_africa,income_high,income_middle,income_low,med_exp,min_wage,freedom_index,mean_age,method_ols,method_cohort,method_fe,method_2sls,method_heckman,method_probit,method_IV,ability_direct,ability_proxy,ability_uncontrolled,ability_unmentioned,instr_parents_ed,instr_distance_to_school,instr_other,age_control,age_sq_control,exp_control,exp_sq_control,ethnicity_control,health_control,gender_control,marriage_control,occupation_control,firm_char_control,area_control,macro_var_control,impact_factor,citations,published,unpublished,pub_year,X
930,64,Mishra & Smyth (2014),8.52,1.0560237977193851,8.068,7.463976202280614,9.576023797719385,0.39552221475325594,0.04902357644437977,20.398348560606564,1,0,1,0,0,0,0,362,10,351,12,11.35,16.49,1,0,1,0,0,0,0,0,1,1,0,2007,5.0000000000000001E-3,1.7000000000000001E-2,0.64500000000000002,0.33300000000000002,1,0,0,1,0.59799999999999998,0.40200000000000002,0,1,0,1,China,0,1,0,0,0,0,0,0,1,0,1462,176,0.293,33.839999999999996,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0.298,4,1,0,35,X
931,64,Mishra & Smyth (2014),6.66,1.1388508891928866,5.848,5.521149110807114,7.798850889192886,0.2787294044333277,0.04766234685932416,20.980922382011713,1,0,1,0,0,0,0,422,15,406,12,11.35,16.49,1,0,1,0,0,0,0,0,1,1,0,2007,5.0000000000000001E-3,1.7000000000000001E-2,0.64500000000000002,0.33300000000000002,1,0,1,0,0.59799999999999998,0.40200000000000002,0,1,0,1,China,0,1,0,0,0,0,0,0,1,0,1462,176,0.293,33.839999999999996,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.298,4,1,0,35,X
932,64,Mishra & Smyth (2014),9.08,1.1167138113393187,8.131,7.963286188660682,10.196713811339318,0.400530616419636,0.04925969947357471,20.300570459964913,1,0,1,0,0,0,0,362,15,346,12,11.35,16.49,1,0,1,0,0,0,0,0,1,1,0,2007,5.0000000000000001E-3,1.7000000000000001E-2,0.64500000000000002,0.33300000000000002,1,0,0,1,0.59799999999999998,0.40200000000000002,0,1,0,1,China,0,1,0,0,0,0,0,0,1,0,1462,176,0.293,33.839999999999996,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.298,4,1,0,35,X
933,64,Mishra & Smyth (2014),6.67,1.1575841721624436,5.762,5.512415827837557,7.827584172162443,0.2758862796533181,0.04788029844729575,20.885417017622608,1,0,1,0,0,0,0,422,18,403,12,11.35,16.49,1,0,1,0,0,0,0,0,1,1,0,2007,5.0000000000000001E-3,1.7000000000000001E-2,0.64500000000000002,0.33300000000000002,1,0,1,0,0.59799999999999998,0.40200000000000002,0,1,0,1,China,0,1,0,0,0,0,0,0,1,0,1462,176,0.293,33.839999999999996,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.298,4,1,0,35,X
934,64,Mishra & Smyth (2014),9.07,1.1211372064276885,8.09,7.948862793572312,10.191137206427689,0.4002949226396337,0.04948021293444174,20.210098960668155,1,0,1,0,0,0,0,362,18,343,12,11.35,16.49,1,0,1,0,0,0,0,0,1,1,0,2007,5.0000000000000001E-3,1.7000000000000001E-2,0.64500000000000002,0.33300000000000002,1,0,0,1,0.59799999999999998,0.40200000000000002,0,1,0,1,China,0,1,0,0,0,0,0,0,1,0,1462,176,0.293,33.839999999999996,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.298,4,1,0,35,X
935,64,Mishra & Smyth (2014),6.61,1.1598526057203018,5.699,5.450147394279698,7.769852605720303,0.2743588829777046,0.04814158325630894,20.77206299335721,1,0,1,0,0,0,0,422,22,399,12,11.35,16.49,1,0,1,0,0,0,0,0,1,1,0,2007,5.0000000000000001E-3,1.7000000000000001E-2,0.64500000000000002,0.33300000000000002,1,0,1,0,0.59799999999999998,0.40200000000000002,0,1,0,1,China,0,1,0,0,0,0,0,0,1,0,1462,176,0.293,33.839999999999996,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.298,4,1,0,35,X
936,64,Mishra & Smyth (2014),8.76,1.1546065638592329,7.587,7.605393436140767,9.914606563859232,0.3809905681795747,0.05021623410828717,19.91387880348778,1,0,1,0,0,0,0,362,22,339,12,11.35,16.49,1,0,1,0,0,0,0,0,1,1,0,2007,5.0000000000000001E-3,1.7000000000000001E-2,0.64500000000000002,0.33300000000000002,1,0,0,1,0.59799999999999998,0.40200000000000002,0,1,0,1,China,0,1,0,0,0,0,0,0,1,0,1462,176,0.293,33.839999999999996,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.298,4,1,0,35,X
937,65,Van Praag et al. (2013),9.44,0.98,9.63265306122449,8.459999999999999,10.42,0.14911892285947093,0.015480566144309482,64.59712071755148,0,1,0,0,0,1,0,4083,2,4080,24,13.131,9.149000000000001,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0.93799999999999994,6.2E-2,0.52400000000000002,0.47599999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,166,1,0,34,X
938,65,Van Praag et al. (2013),8.1,0.22,36.81818181818181,7.88,8.32,0.1461285445892851,0.003968923433289226,251.9574934634743,0,1,0,0,0,1,0,62130,2,62127,24,13.155,11.055,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0,1,0.63300000000000001,0.36699999999999999,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,30.21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,166,1,0,34,X
939,65,Van Praag et al. (2013),8.16,0.21,38.85714285714286,7.95,8.370000000000001,0.14931821237205145,0.0038427481125160295,260.2304316390003,0,1,0,0,0,1,0,66213,2,66210,24,13.153,8.996999999999998,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,1,0,0.51700000000000002,0.48299999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,166,1,0,34,X
940,65,Van Praag et al. (2013),9.26,0.95,9.747368421052633,8.31,10.209999999999999,0.15085460062198786,0.015476443908303288,64.6143265161507,0,1,0,0,0,1,0,4083,2,4080,24,13.131,9.149000000000001,1,0,1,0,0,0,0,1,0,0,1,1981,NA,NA,NA,NA,0.93799999999999994,6.2E-2,0.52400000000000002,0.47599999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,166,1,0,34,X
941,65,Van Praag et al. (2013),8.08,0.2,40.4,7.88,8.28,0.15999634871826515,0.003960305661343197,252.50576231048666,0,1,0,0,0,1,0,62130,2,62127,24,13.155,11.055,1,0,1,0,0,0,0,1,0,0,1,1981,NA,NA,NA,NA,0,1,0.63300000000000001,0.36699999999999999,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,30.21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,166,1,0,34,X
942,65,Van Praag et al. (2013),8.12,0.2,40.599999999999994,7.919999999999999,8.319999999999999,0.15585629709920443,0.0038388250517045436,260.4963723355855,0,1,0,0,0,1,0,66213,2,66210,24,13.153,8.996999999999998,1,0,1,0,0,0,0,1,0,0,1,1981,NA,NA,NA,NA,1,0,0.51700000000000002,0.48299999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,166,1,0,34,X
943,65,Van Praag et al. (2013),6.44,1.19,5.411764705882353,5.25,7.630000000000001,0.0944174431295686,0.017446701447855067,57.31742490056434,0,1,0,0,0,1,0,3275,18,3256,24,13.131,9.149000000000001,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0.93799999999999994,6.2E-2,0.52400000000000002,0.47599999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
944,65,Van Praag et al. (2013),5.44,0.27,20.14814814814815,5.17,5.710000000000001,0.09027699445742288,0.004480659651379445,223.18142367544777,0,1,0,0,0,1,0,49423,18,49404,24,13.155,11.055,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0,1,0.63300000000000001,0.36699999999999999,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,30.21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
945,65,Van Praag et al. (2013),5.42,0.25,21.68,5.17,5.67,0.09403978715900141,0.00433762855899453,230.54071744488002,0,1,0,0,0,1,0,52698,18,52679,24,13.153,8.996999999999998,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,1,0,0.51700000000000002,0.48299999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
946,65,Van Praag et al. (2013),5.59,1.3,4.3,4.29,6.89,0.0771371494382493,0.017938871962383557,55.74486523438729,0,1,0,0,0,1,0,3109,19,3089,24,13.131,9.149000000000001,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0.93799999999999994,6.2E-2,0.52400000000000002,0.47599999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
947,65,Van Praag et al. (2013),4.37,0.29,15.06896551724138,4.08,4.66,0.06910982783568831,0.004586235714496478,218.0437426796738,0,1,0,0,0,1,0,47336,19,47316,24,13.155,11.055,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0,1,0.63300000000000001,0.36699999999999999,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,30.21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
948,65,Van Praag et al. (2013),4.43,0.27,16.407407407407405,4.16,4.699999999999999,0.07287202065985436,0.004441409837056587,225.15373196514565,0,1,0,0,0,1,0,50445,19,50425,24,13.153,8.996999999999998,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,1,0,0.51700000000000002,0.48299999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
949,65,Van Praag et al. (2013),17.64,5.52,3.195652173913044,12.120000000000001,23.16,0.05591615566090917,0.017497572519740285,57.150784708669,0,1,0,0,0,1,0,3275,18,3256,24,13.131,9.149000000000001,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0.93799999999999994,6.2E-2,0.52400000000000002,0.47599999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
950,65,Van Praag et al. (2013),12.73,1.18,10.788135593220339,11.55,13.91,0.048479082851631536,0.004493740594259639,222.5317592380416,0,1,0,0,0,1,0,49423,18,49404,24,13.155,11.055,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0,1,0.63300000000000001,0.36699999999999999,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,30.21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
951,65,Van Praag et al. (2013),11.27,1.07,10.53271028037383,10.2,12.34,0.045842106149373264,0.004352356129532334,229.7606101703473,0,1,0,0,0,1,0,52698,18,52679,24,13.153,8.996999999999998,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,1,0,0.51700000000000002,0.48299999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
952,65,Van Praag et al. (2013),21.23,5.52,3.8460144927536235,15.71,26.75,0.06903425204144287,0.017949555877002574,55.71168483790874,0,1,0,0,0,1,0,3109,19,3089,24,13.131,9.149000000000001,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0.93799999999999994,6.2E-2,0.52400000000000002,0.47599999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
953,65,Van Praag et al. (2013),11.81,1.63,7.245398773006135,10.18,13.440000000000001,0.03329028370460592,0.0045946792919989545,217.64304676092888,0,1,0,0,0,1,0,47336,19,47316,24,13.155,11.055,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0,1,0.63300000000000001,0.36699999999999999,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,30.21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
954,65,Van Praag et al. (2013),9.99,1.46,6.842465753424658,8.530000000000001,11.45,0.030457072178164363,0.004451183721733731,224.65934064175207,0,1,0,0,0,1,0,50445,19,50425,24,13.153,8.996999999999998,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,1,0,0.51700000000000002,0.48299999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
955,65,Van Praag et al. (2013),5.94,1.23,4.829268292682928,4.710000000000001,7.17,0.08485047629589566,0.017570048121877384,56.91504047475247,0,1,0,0,0,1,0,3235,18,3216,24,13.131,9.149000000000001,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0.93799999999999994,6.2E-2,0.52400000000000002,0.47599999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
956,65,Van Praag et al. (2013),5.25,2.7,1.9444444444444444,2.55,7.95,0.00876776697575104,0.00450913730181482,221.77191180173728,0,1,0,0,0,1,0,49198,18,49179,24,13.155,11.055,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0,1,0.63300000000000001,0.36699999999999999,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,30.21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
957,65,Van Praag et al. (2013),5.23,2.5,2.092,2.7300000000000004,7.73,0.00913734235897235,0.0043677544736961515,228.9505983045251,0,1,0,0,0,1,0,52433,18,52414,24,13.153,8.996999999999998,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,1,0,0.51700000000000002,0.48299999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
958,65,Van Praag et al. (2013),5.29,1.34,3.9477611940298507,3.95,6.63,0.0713123996722313,0.018064010502984867,55.35869234768003,0,1,0,0,0,1,0,3069,19,3049,24,13.131,9.149000000000001,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0.93799999999999994,6.2E-2,0.52400000000000002,0.47599999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
959,65,Van Praag et al. (2013),4.28,2.9,1.4758620689655173,1.3800000000000003,7.18,0.006798596534032129,0.004606525688947004,217.0833438309964,0,1,0,0,0,1,0,47143,19,47123,24,13.155,11.055,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,0,1,0.63300000000000001,0.36699999999999999,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,30.21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
960,65,Van Praag et al. (2013),4.25,2.7,1.574074074074074,1.5499999999999998,6.95,0.007025822863751558,0.004463463936971578,224.04124109009635,0,1,0,0,0,1,0,50212,19,50192,24,13.153,8.996999999999998,1,0,0,0,0,1,0,1,0,0,1,1981,NA,NA,NA,NA,1,0,0.51700000000000002,0.48299999999999998,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19368,1730,0.919,28.15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0.196,166,1,0,34,X
961,66,Morgan & Rmorgan (1998),6.4,1,6.4,5.4,7.4,0.26973742357178704,0.042146472433091726,23.726778120933318,0,1,1,0,0,0,0,526,3,522,8,11.6,10.399999999999999,1,0,0,1,0,0,0,1,0,0,1,1983,NA,NA,NA,NA,1,0,1,0,0.45400000000000001,0.54600000000000004,0,1,0,1,Nigeria,0,0,0,0,0,0,1,0,1,0,925,NA,0.703,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.298,6,1,0,19,X
962,66,Morgan & Rmorgan (1998),5.8,1.2,4.833333333333333,4.6,7,0.20948049241473998,0.043340791534084135,23.07295193752007,0,1,1,0,0,0,0,515,5,509,8,11.6,10.399999999999999,1,0,0,1,0,0,0,1,0,0,1,1983,NA,NA,NA,NA,1,0,1,0,0.45400000000000001,0.54600000000000004,0,1,0,1,Nigeria,0,0,0,0,0,0,1,0,1,0,925,NA,0.703,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.298,6,1,0,19,X
963,66,Morgan & Rmorgan (1998),8.8,1.6,5.5,7.200000000000001,10.4,0.2368468497303001,0.04306306358732729,23.221757039466244,0,1,1,0,0,0,0,515,5,509,8,11.6,10.399999999999999,1,0,0,1,0,0,0,1,0,0,1,1983,NA,NA,NA,NA,1,0,1,0,0.45400000000000001,0.54600000000000004,0,1,0,1,Nigeria,0,0,0,0,0,0,1,0,1,0,925,NA,0.703,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.298,6,1,0,19,X
964,66,Morgan & Rmorgan (1998),8.2,2,4.1,6.199999999999999,10.2,0.18017670483805717,0.0439455377653798,22.755438910291314,0,1,1,0,0,0,0,515,13,501,8,11.6,10.399999999999999,1,0,0,1,0,0,0,1,0,0,1,1983,NA,NA,NA,NA,1,0,1,0,0.45400000000000001,0.54600000000000004,0,1,0,1,Nigeria,0,0,0,0,0,0,1,0,1,0,925,NA,0.703,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.298,6,1,0,19,X
965,66,Morgan & Rmorgan (1998),7.4,0.8,9.25,6.6000000000000005,8.200000000000001,0.3752720783715023,0.040569954418540784,24.64878293141469,0,1,1,0,0,0,0,526,3,522,8,11.6,10.399999999999999,1,0,0,1,0,0,0,1,0,0,1,1983,NA,NA,NA,NA,1,0,1,0,0.45400000000000001,0.54600000000000004,0,1,0,1,Nigeria,0,0,0,0,0,0,1,0,1,0,925,NA,0.703,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.298,6,1,0,19,X
966,66,Morgan & Rmorgan (1998),7.1,0.9,7.888888888888888,6.199999999999999,8,0.33007193484128955,0.04184010441650149,23.900513967302768,0,1,1,0,0,0,0,515,5,509,8,11.6,10.399999999999999,1,0,0,1,0,0,0,1,0,0,1,1983,NA,NA,NA,NA,1,0,1,0,0.45400000000000001,0.54600000000000004,0,1,0,1,Nigeria,0,0,0,0,0,0,1,0,1,0,925,NA,0.703,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.298,6,1,0,19,X
967,66,Morgan & Rmorgan (1998),8.4,1.3,6.461538461538462,7.1000000000000005,9.700000000000001,0.27735463364540874,0.04292393139750374,23.29702726293509,0,1,1,0,0,0,0,515,13,501,8,11.6,10.399999999999999,1,0,0,1,0,0,0,1,0,0,1,1983,NA,NA,NA,NA,1,0,1,0,0.45400000000000001,0.54600000000000004,0,1,0,1,Nigeria,0,0,0,0,0,0,1,0,1,0,925,NA,0.703,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.298,6,1,0,19,X
968,66,Morgan & Rmorgan (1998),8.8,1.5,5.866666666666667,7.300000000000001,10.3,0.25353914385959897,0.04321689952152256,23.139096304259112,0,1,1,0,0,0,0,515,13,501,8,11.6,10.399999999999999,1,0,0,1,0,0,0,1,0,0,1,1983,NA,NA,NA,NA,1,0,1,0,0.45400000000000001,0.54600000000000004,0,1,0,1,Nigeria,0,0,0,0,0,0,1,0,1,0,925,NA,0.703,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.298,6,1,0,19,X
969,67,Kolstad & Wiig (2015),21.4,12,1.7833333333333332,9.399999999999999,33.4,0.041007761425582795,0.02299500640686886,43.487702604044024,1,0,0,0,1,0,0,1900,11,1888,7,4.69,28.330000000000005,1,0,0,0,1,0,0,1,0,1,0,2005,0.56999999999999995,0.25,0.17,0.01,0,1,0.55000000000000004,0.45,1,0,0,1,0.85,0.15,Malawi,0,0,0,0,0,0,1,0,0,1,NA,28,0.703,39.02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0.196,118,1,0,36,X
970,67,Kolstad & Wiig (2015),6,1,6,5,7,0.13678822577626595,0.02279803762937766,43.86342439892262,1,0,0,0,1,0,0,1900,11,1888,7,4.69,28.330000000000005,1,0,0,0,1,0,0,1,0,1,0,2005,0.56999999999999995,0.25,0.17,0.01,0,1,0.55000000000000004,0.45,1,0,0,1,0.85,0.15,Malawi,0,0,0,0,0,0,1,0,0,1,NA,28,0.703,39.02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0.196,118,1,0,36,X
971,67,Kolstad & Wiig (2015),-4.1,1.2,-3.4166666666666665,-5.3,-2.8999999999999995,-0.06316691593984583,0.01848787783605244,54.08949631038462,1,0,0,0,1,0,0,2926,11,2914,7,4.69,28.330000000000005,1,0,0,0,1,0,0,1,0,1,0,2005,0.56999999999999995,0.25,0.17,0.01,0,1,0.55000000000000004,0.45,1,0,0,1,0.85,0.15,Malawi,0,0,0,0,0,0,1,0,0,1,NA,28,0.703,39.02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0.196,118,1,0,36,X
972,67,Kolstad & Wiig (2015),20,9,2.2222222222222223,11,29,0.06958258231964932,0.03131216204384219,31.93647243521016,1,0,0,0,1,0,0,1027,11,1015,7,4.69,28.330000000000005,1,0,0,0,1,0,0,1,0,1,0,2005,0.56999999999999995,0.25,0.17,0.01,0,1,0.55000000000000004,0.45,1,0,0,1,0.85,0.15,Malawi,0,0,0,0,0,0,1,0,0,1,NA,28,0.703,39.02,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0.196,118,1,0,36,X
973,67,Kolstad & Wiig (2015),20.4,9,2.2666666666666666,11.399999999999999,29.4,0.07188931893587988,0.03171587600112348,31.52995048803245,1,0,0,0,1,0,0,1001,11,989,7,4.69,28.330000000000005,1,0,0,0,1,0,0,1,0,1,0,2005,0.56999999999999995,0.25,0.17,0.01,0,1,0.55000000000000004,0.45,1,0,0,1,0.85,0.15,Malawi,0,0,0,0,0,0,1,0,0,1,NA,28,0.703,39.02,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0.196,118,1,0,36,X
974,67,Kolstad & Wiig (2015),2.4,14,0.17142857142857143,-11.6,16.4,0.007816231273066942,0.045594682426223825,21.932382172374755,1,0,0,0,1,0,0,493,11,481,7,4.69,28.330000000000005,1,0,0,0,1,0,0,1,0,1,0,2005,0.56999999999999995,0.25,0.17,0.01,0,1,0.55000000000000004,0.45,1,0,0,1,0.85,0.15,Malawi,0,0,0,0,0,0,1,0,0,1,NA,28,0.703,39.02,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0.196,118,1,0,36,X
975,67,Kolstad & Wiig (2015),21.6,4,5.4,17.6,25.6,0.11316105469835643,0.020955750870066004,47.7195976512795,1,0,0,0,1,0,0,2260,11,2248,7,4.69,28.330000000000005,1,0,0,0,1,0,0,1,0,1,0,2005,0.56999999999999995,0.25,0.17,0.01,0,1,0.55000000000000004,0.45,1,0,0,1,0.85,0.15,Malawi,0,0,0,0,0,0,1,0,0,1,NA,28,0.703,39.02,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0.196,118,1,0,36,X
